species,treat,stop,daybin,day,hour,hourbin,songs,hrsWithSong,typeA,typeB,percentB,binoA,binoB,rain,uv,uvt,uvPercent,totHours,withSong,withProp
btbw,c,8,a,6.3,1130,M,3,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,a,5.31,1800,L,2,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,a,5.31,1900,L,0,0,,,,,,1,0.326,3.26,32.6,,,
btbw,c,8,a,5.31,2000,L,0,0,,,,,,1,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,430,E,0,0,,,,,,0,0.326,3.26,32.6,11,9,0.818181818
btbw,c,8,b,6.1,530,E,2,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,630,E,4,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,730,E,112,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,830,M,139,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,930,M,16,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,1030,M,116,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,1130,M,5,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,1800,L,1,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,1900,L,5,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,b,6.1,2000,L,0,0,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,430,E,0,0,,,,,,0,0.326,3.26,32.6,11,5,0.454545455
btbw,c,8,c,6.2,530,E,10,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,630,E,21,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,730,E,0,0,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,830,M,13,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,930,M,31,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,1030,M,0,0,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,1130,M,1,1,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,1800,L,0,0,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,1900,L,0,0,,,,,,0,0.326,3.26,32.6,,,
btbw,c,8,c,6.2,2000,L,0,0,,,,,,0,0.326,3.26,32.6,,,
btbw,c,10,a,6.3,430,E,0,0,,,,,,0,0.314,3.14,31.4,11,5,0.454545455
btbw,c,10,a,6.3,530,E,9,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,6.3,630,E,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,6.3,730,E,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,6.3,830,M,3,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,6.3,930,M,3,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,6.3,1030,M,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,6.3,1130,M,1,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,5.31,1800,L,3,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,a,5.31,1900,L,0,0,,,,,,1,0.314,3.14,31.4,,,
btbw,c,10,a,5.31,2000,L,0,0,,,,,,1,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,430,E,0,0,,,,,,0,0.314,3.14,31.4,11,5,0.454545455
btbw,c,10,b,6.1,530,E,122,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,630,E,89,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,730,E,11,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,830,M,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,930,M,52,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,1030,M,159,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,1130,M,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,1800,L,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,1900,L,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,b,6.1,2000,L,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,430,E,1,1,,,,,,0,0.314,3.14,31.4,11,6,0.545454545
btbw,c,10,c,6.2,530,E,13,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,630,E,4,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,730,E,5,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,830,M,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,930,M,14,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,1030,M,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,1130,M,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,1800,L,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,1900,L,3,1,,,,,,0,0.314,3.14,31.4,,,
btbw,c,10,c,6.2,2000,L,0,0,,,,,,0,0.314,3.14,31.4,,,
btbw,c,11,a,5.31,430,E,0,0,,,,,,1,0.429,4.29,42.9,11,4,0.363636364
btbw,c,11,a,5.31,530,E,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.31,630,E,45,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.31,730,E,21,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.31,830,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.31,930,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.31,1030,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.31,1130,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.28,1800,L,25,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.28,1900,L,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,a,5.28,2000,L,4,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,430,E,0,0,,,,,,1,0.429,4.29,42.9,11,8,0.727272727
btbw,c,11,b,5.29,530,E,1,1,,,,,,1,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,630,E,0,0,,,,,,1,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,730,E,3,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,830,M,13,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,930,M,2,1,,,,,,1,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,1030,M,6,1,,,,,,1,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,1130,M,4,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,1800,L,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,1900,L,7,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,b,5.29,2000,L,7,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,430,E,1,1,,,,,,0,0.429,4.29,42.9,11,5,0.454545455
btbw,c,11,c,5.3,530,E,46,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,630,E,42,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,730,E,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,830,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,930,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,1030,M,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,1130,M,0,0,,,,,,1,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,1800,L,0,0,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,1900,L,6,1,,,,,,0,0.429,4.29,42.9,,,
btbw,c,11,c,5.3,2000,L,2,1,,,,,,0,0.429,4.29,42.9,,,
